55,5,1
114,140,1
137,111,1
86,90,1
66,148,1
29,44,1
11,90,1
27,68,1
120,54,1
49,78,1
91,35,1
95,138,1
37,35,1
140,79,1
53,64,1
36,8,1
69,38,1
117,92,1
143,85,1
22,111,1
111,10,1
26,98,1
109,6,1
108,29,1
120,139,1
74,2,1
105,64,1
124,145,1
25,49,1
16,106,1
98,97,1
138,110,1
54,61,1
117,17,1
130,24,1
126,109,1
86,55,1
2,73,1
15,121,1
9,130,1
7,44,1
50,79,1
126,119,1
26,67,1
27,115,1
74,89,1
145,149,1
103,115,1
71,138,1
135,17,1
31,89,1
104,38,1
145,12,1
48,50,1
40,111,1
1,21,1
8,120,1
15,148,1
109,25,1
14,50,1
144,61,1
81,62,1
109,144,1
60,104,1
138,15,1
25,58,1
19,44,1
35,70,1
110,72,1
66,17,1
25,92,1
129,20,1
43,113,1
2,38,1
100,102,1
14,126,1
113,10,1
143,42,1
51,88,1
16,150,1
49,120,1
59,145,1
14,96,1
61,56,1
76,112,1
79,82,1
47,5,1
2,122,1
111,24,1
9,20,1
103,70,1
88,112,1
125,53,1
39,57,1
150,4,1
70,57,1
26,30,1
1,137,1
12,29,1
73,146,1
110,105,1
59,127,1
125,47,1
84,109,1
42,126,1
98,115,1
14,95,1
3,22,1
50,130,1
6,1,1
39,109,1
128,141,1
148,64,1
61,87,1
134,119,1
27,43,1
124,123,1
93,131,1
38,123,1
149,76,1
28,44,1
43,12,1
41,44,1
55,36,1
112,145,1
44,15,1
67,130,1
24,125,1
122,65,1
54,91,1
4,69,1
70,30,1
8,137,1
32,134,1
1,103,1
58,112,1
21,108,1
150,31,1
38,144,1
47,86,1
127,40,1
18,67,1
5,140,1
102,42,1
52,20,1
147,113,1
141,36,1
5,115,1
105,93,1
118,73,1
127,54,1
75,20,1
123,126,1
53,144,1
19,32,1
93,121,1
7,125,1
109,63,1
5,29,1
71,105,1
105,103,1
66,29,1
142,138,1
136,77,1
90,14,1
66,146,1
126,104,1
132,144,1
129,50,1
81,117,1
149,63,1
60,33,1
109,115,1
33,1,1
124,70,1
90,82,1
1,120,1
93,39,1
28,112,1
137,35,1
144,34,1
58,101,1
128,101,1
13,18,1
148,104,1
140,54,1
51,62,1
129,127,1
15,44,1
127,63,1
43,100,1
91,110,1
54,150,1
96,83,1
132,113,1
38,117,1
68,2,1
72,69,1
4,75,1
60,56,1
22,2,1
13,87,1
19,124,1
148,35,1
11,43,1
75,95,1
25,101,1
82,142,1
147,14,1
136,41,1
115,79,1
21,126,1
24,23,1
104,145,1
71,43,1
75,44,1
13,11,1
84,122,1
26,21,1
124,17,1
72,23,1
12,96,1
24,134,1
23,86,1
76,140,1
139,137,1
110,100,1
31,143,1
84,96,1
49,130,1
44,101,1
11,116,1
134,88,1
29,2,1
81,77,1
150,95,1
102,16,1
88,137,1
46,28,1
142,49,1
141,129,1
91,148,1
124,126,1
19,133,1
61,54,1
17,149,1
118,9,1
71,10,1
101,118,1
9,147,1
13,42,1
85,19,1
33,117,1
31,110,1
76,38,1
81,53,1
105,48,1
10,123,1
119,64,1
25,1,1
136,28,1
65,106,1
44,92,1
20,48,1
12,117,1
136,98,1
87,81,1
141,3,1
76,26,1
100,111,1
28,48,1
109,68,1
137,106,1
6,25,1
64,48,1
150,72,1
93,24,1
98,69,1
117,146,1
74,73,1
83,30,1
125,91,1
4,71,1
58,20,1
109,120,1
115,93,1
87,60,1
126,73,1
81,20,1
54,115,1
132,58,1
135,31,1
112,79,1
148,5,1
50,40,1
74,61,1
130,112,1
19,60,1
79,30,1
130,106,1
86,100,1
28,128,1
70,91,1
68,127,1
10,86,1
50,118,1
19,147,1
130,146,1
68,5,1
146,88,1
24,70,1
81,107,1
102,126,1
128,43,1
78,90,1
